pointA,pointB,layer_name,origin-insertion,origin,insertion
"[1166, 153, 3278]","[1188, 165, 3367]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1140, 118, 3255]","[1167, 152, 3333]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1112, 103, 3237]","[1153, 148, 3317]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1120, 107, 3271]","[1163, 149, 3353]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1163, 126, 3303]","[1196, 165, 3396]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1178, 158, 3380]","[1141, 104, 3306]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1181, 160, 3406]","[1141, 109, 3335]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1194, 166, 3432]","[1166, 115, 3363]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1197, 129, 3390]","[1208, 172, 3451]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1208, 133, 3428]","[1219, 178, 3470]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1165, 193, 3312]","[1184, 163, 3395]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1177, 194, 3342]","[1201, 169, 3424]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1183, 206, 3399]","[1211, 178, 3462]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1200, 209, 3445]","[1218, 184, 3499]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1223, 198, 3461]","[1236, 189, 3518]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1200, 215, 3483]","[1226, 192, 3530]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1194, 113, 3459]","[1214, 177, 3489]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1216, 132, 3478]","[1225, 184, 3515]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1238, 132, 3516]","[1239, 191, 3553]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1247, 163, 3504]","[1249, 193, 3537]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1255, 165, 3533]","[1253, 197, 3559]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1248, 145, 3548]","[1248, 200, 3577]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1262, 155, 3576]","[1258, 207, 3603]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1266, 162, 3596]","[1264, 214, 3619]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1282, 183, 3585]","[1273, 214, 3616]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1282, 181, 3628]","[1273, 224, 3649]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1277, 186, 3564]","[1267, 206, 3588]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1293, 227, 3621]","[1281, 231, 3665]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1304, 218, 3656]","[1289, 241, 3700]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1308, 260, 3680]","[1297, 257, 3719]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1279, 215, 3571]","[1274, 220, 3620]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1216, 220, 3519]","[1243, 200, 3560]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1227, 227, 3540]","[1249, 208, 3585]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1245, 233, 3571]","[1261, 217, 3607]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1247, 239, 3589]","[1263, 227, 3630]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1241, 242, 3617]","[1264, 233, 3647]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1276, 255, 3649]","[1282, 245, 3688]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1267, 264, 3681]","[1288, 260, 3720]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1244, 246, 3657]","[1269, 243, 3677]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1245, 248, 3695]","[1277, 251, 3710]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1269, 268, 3708]","[1291, 266, 3738]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1266, 266, 3724]","[1290, 270, 3747]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1268, 271, 3741]","[1294, 277, 3760]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1254, 258, 3734]","[1283, 257, 3743]",LH TiTa 1 (detached origin),TiTa,Ti,Ta
"[1327, 220, 3766]","[1298, 254, 3743]",LH TiTa 2,TiTa,Ti,Ta
"[1337, 226, 3783]","[1306, 256, 3770]",LH TiTa 2,TiTa,Ti,Ta
"[1345, 240, 3775]","[1303, 271, 3761]",LH TiTa 2,TiTa,Ti,Ta
"[1352, 249, 3796]","[1308, 272, 3786]",LH TiTa 2,TiTa,Ti,Ta
"[1346, 236, 3815]","[1314, 266, 3800]",LH TiTa 2,TiTa,Ti,Ta
"[1277, 291, 3830]","[1301, 278, 3800]",LH TiTa 2,TiTa,Ti,Ta
"[1267, 273, 3815]","[1294, 271, 3788]",LH TiTa 2,TiTa,Ti,Ta
"[1269, 278, 3801]","[1297, 277, 3783]",LH TiTa 2,TiTa,Ti,Ta
"[1264, 269, 3790]","[1292, 271, 3772]",LH TiTa 2,TiTa,Ti,Ta
"[1143, 135, 3399]","[1196, 163, 3540]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1156, 150, 3460]","[1211, 174, 3589]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1162, 154, 3498]","[1221, 179, 3613]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1169, 122, 3443]","[1204, 164, 3558]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1188, 124, 3473]","[1225, 177, 3606]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1202, 132, 3531]","[1239, 187, 3639]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1222, 141, 3568]","[1249, 193, 3659]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1237, 152, 3595]","[1275, 219, 3706]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1244, 155, 3622]","[1294, 235, 3738]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1175, 158, 3546]","[1240, 196, 3653]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1209, 161, 3611]","[1273, 228, 3717]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1215, 180, 3644]","[1286, 242, 3742]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
"[1225, 172, 3645]","[1285, 230, 3737]",LH TiTa 3 (detached origin),TiTa,Ti,Ta
