pointA,pointB,layer_name,origin-insertion,origin,insertion
"[1911, 1802, 3079]","[1922, 1729, 3076]",RM TiTa 2,TiTa,Ti,Ta
"[1927, 1776, 3069]","[1936, 1712, 3073]",RM TiTa 2,TiTa,Ti,Ta
"[1940, 1750, 3093]","[1945, 1692, 3080]",RM TiTa 2,TiTa,Ti,Ta
"[1955, 1730, 3089]","[1957, 1668, 3083]",RM TiTa 2,TiTa,Ti,Ta
"[1960, 1709, 3063]","[1969, 1655, 3077]",RM TiTa 2,TiTa,Ti,Ta
"[1972, 1702, 3097]","[1967, 1640, 3091]",RM TiTa 2,TiTa,Ti,Ta
"[1988, 1671, 3101]","[1984, 1610, 3094]",RM TiTa 2,TiTa,Ti,Ta
"[1976, 1685, 3065]","[1986, 1623, 3081]",RM TiTa 2,TiTa,Ti,Ta
"[1993, 1649, 3116]","[1993, 1587, 3101]",RM TiTa 2,TiTa,Ti,Ta
"[2003, 1644, 3080]","[2005, 1593, 3085]",RM TiTa 2,TiTa,Ti,Ta
"[2010, 1633, 3107]","[2009, 1567, 3099]",RM TiTa 2,TiTa,Ti,Ta
"[2021, 1611, 3112]","[2018, 1548, 3100]",RM TiTa 2,TiTa,Ti,Ta
"[2031, 1592, 3117]","[2026, 1523, 3106]",RM TiTa 2,TiTa,Ti,Ta
"[2044, 1576, 3092]","[2042, 1512, 3095]",RM TiTa 2,TiTa,Ti,Ta
"[2051, 1556, 3114]","[2038, 1492, 3107]",RM TiTa 2,TiTa,Ti,Ta
"[2057, 1540, 3126]","[2043, 1475, 3115]",RM TiTa 2,TiTa,Ti,Ta
"[2067, 1526, 3101]","[2061, 1464, 3102]",RM TiTa 2,TiTa,Ti,Ta
"[2068, 1522, 3122]","[2051, 1455, 3116]",RM TiTa 2,TiTa,Ti,Ta
"[2080, 1498, 3115]","[2066, 1441, 3109]",RM TiTa 2,TiTa,Ti,Ta
"[2080, 1491, 3131]","[2062, 1427, 3121]",RM TiTa 2,TiTa,Ti,Ta
"[2089, 1469, 3102]","[2083, 1418, 3107]",RM TiTa 2,TiTa,Ti,Ta
"[2092, 1471, 3123]","[2077, 1412, 3115]",RM TiTa 2,TiTa,Ti,Ta
"[2096, 1456, 3125]","[2076, 1403, 3120]",RM TiTa 2,TiTa,Ti,Ta
"[2102, 1444, 3131]","[2079, 1392, 3122]",RM TiTa 2,TiTa,Ti,Ta
"[2101, 1432, 3106]","[2094, 1382, 3114]",RM TiTa 2,TiTa,Ti,Ta
"[2111, 1415, 3111]","[2100, 1364, 3118]",RM TiTa 2,TiTa,Ti,Ta
"[2107, 1431, 3134]","[2086, 1378, 3125]",RM TiTa 2,TiTa,Ti,Ta
"[2114, 1417, 3132]","[2091, 1367, 3126]",RM TiTa 2,TiTa,Ti,Ta
"[2118, 1400, 3138]","[2096, 1353, 3129]",RM TiTa 2,TiTa,Ti,Ta
"[2124, 1382, 3121]","[2108, 1339, 3125]",RM TiTa 2,TiTa,Ti,Ta
"[2123, 1386, 3144]","[2103, 1339, 3132]",RM TiTa 2,TiTa,Ti,Ta
"[2128, 1376, 3136]","[2109, 1325, 3135]",RM TiTa 2,TiTa,Ti,Ta
"[2134, 1362, 3139]","[2116, 1312, 3135]",RM TiTa 2,TiTa,Ti,Ta
"[2141, 1339, 3138]","[2123, 1297, 3137]",RM TiTa 2,TiTa,Ti,Ta
"[2144, 1324, 3126]","[2129, 1285, 3136]",RM TiTa 2,TiTa,Ti,Ta
"[2131, 1300, 3114]","[2132, 1270, 3131]",RM TiTa 2,TiTa,Ti,Ta
"[2129, 1328, 3108]","[2123, 1289, 3133]",RM TiTa 2,TiTa,Ti,Ta
"[2124, 1346, 3108]","[2118, 1310, 3128]",RM TiTa 2,TiTa,Ti,Ta
"[2112, 1369, 3100]","[2109, 1327, 3124]",RM TiTa 2,TiTa,Ti,Ta
"[2101, 1389, 3097]","[2103, 1346, 3121]",RM TiTa 2,TiTa,Ti,Ta
"[2106, 1307, 3111]","[2125, 1277, 3133]",RM TiTa 2,TiTa,Ti,Ta
"[2094, 1318, 3109]","[2116, 1297, 3131]",RM TiTa 2,TiTa,Ti,Ta
"[2072, 1316, 3123]","[2113, 1290, 3135]",RM TiTa 2,TiTa,Ti,Ta
"[2079, 1344, 3103]","[2103, 1319, 3128]",RM TiTa 2,TiTa,Ti,Ta
"[2057, 1347, 3120]","[2098, 1318, 3134]",RM TiTa 2,TiTa,Ti,Ta
"[2047, 1365, 3125]","[2095, 1332, 3133]",RM TiTa 2,TiTa,Ti,Ta
"[2037, 1393, 3113]","[2083, 1360, 3131]",RM TiTa 2,TiTa,Ti,Ta
"[2073, 1364, 3100]","[2097, 1337, 3125]",RM TiTa 2,TiTa,Ti,Ta
"[2066, 1384, 3095]","[2093, 1353, 3123]",RM TiTa 2,TiTa,Ti,Ta
"[2053, 1401, 3095]","[2083, 1369, 3120]",RM TiTa 2,TiTa,Ti,Ta
"[2067, 1429, 3087]","[2089, 1383, 3115]",RM TiTa 2,TiTa,Ti,Ta
"[2028, 1414, 3110]","[2074, 1385, 3125]",RM TiTa 2,TiTa,Ti,Ta
"[2016, 1447, 3101]","[2061, 1415, 3120]",RM TiTa 2,TiTa,Ti,Ta
"[2036, 1450, 3084]","[2075, 1416, 3110]",RM TiTa 2,TiTa,Ti,Ta
"[2029, 1478, 3080]","[2063, 1444, 3107]",RM TiTa 2,TiTa,Ti,Ta
"[2003, 1486, 3092]","[2047, 1451, 3117]",RM TiTa 2,TiTa,Ti,Ta
"[2020, 1512, 3074]","[2056, 1468, 3104]",RM TiTa 2,TiTa,Ti,Ta
"[2004, 1552, 3068]","[2038, 1505, 3100]",RM TiTa 2,TiTa,Ti,Ta
"[1991, 1509, 3086]","[2038, 1476, 3112]",RM TiTa 2,TiTa,Ti,Ta
"[1973, 1554, 3080]","[2020, 1514, 3109]",RM TiTa 2,TiTa,Ti,Ta
"[1962, 1595, 3070]","[2008, 1558, 3100]",RM TiTa 2,TiTa,Ti,Ta
"[1986, 1592, 3061]","[2020, 1543, 3094]",RM TiTa 2,TiTa,Ti,Ta
"[1946, 1615, 3072]","[1997, 1584, 3095]",RM TiTa 2,TiTa,Ti,Ta
"[1947, 1638, 3060]","[1987, 1608, 3086]",RM TiTa 2,TiTa,Ti,Ta
"[1931, 1664, 3058]","[1973, 1631, 3088]",RM TiTa 2,TiTa,Ti,Ta
"[1913, 1690, 3056]","[1957, 1659, 3084]",RM TiTa 2,TiTa,Ti,Ta
"[1904, 1718, 3050]","[1944, 1689, 3076]",RM TiTa 2,TiTa,Ti,Ta
"[1901, 1743, 3047]","[1936, 1708, 3071]",RM TiTa 2,TiTa,Ti,Ta
"[1878, 1774, 3042]","[1920, 1736, 3069]",RM TiTa 2,TiTa,Ti,Ta
"[2212, 1169, 3152]","[2146, 1228, 3146]",RM TiTa 3,TiTa,Ti,Ta
"[2221, 1160, 3179]","[2160, 1206, 3160]",RM TiTa 3,TiTa,Ti,Ta
"[2208, 1199, 3157]","[2140, 1251, 3141]",RM TiTa 3,TiTa,Ti,Ta
"[2212, 1185, 3184]","[2146, 1237, 3156]",RM TiTa 3,TiTa,Ti,Ta
"[2196, 1221, 3170]","[2136, 1269, 3147]",RM TiTa 3,TiTa,Ti,Ta
"[2136, 1152, 3170]","[2135, 1246, 3138]",RM TiTa 4,TiTa,Ti,Ta
"[2131, 1169, 3182]","[2128, 1253, 3150]",RM TiTa 4,TiTa,Ti,Ta
"[2114, 1194, 3154]","[2119, 1270, 3141]",RM TiTa 4,TiTa,Ti,Ta
"[2118, 1203, 3176]","[2113, 1298, 3145]",RM TiTa 4,TiTa,Ti,Ta
"[2105, 1220, 3163]","[2103, 1308, 3140]",RM TiTa 4,TiTa,Ti,Ta
